UserId,SPH,UOM,UOC,PDF
62f3575ab51f8a773cde8ed1,110,44.6,47.8,0
62f3575ab51f8a773cde8ed1,101,31.1,38.2,0
62f3575ab51f8a773cde8ed1,98,4.9,4.9,0
62f3575ab51f8a773cde8ed1,147,39.5,32.6,0
62f3575ab51f8a773cde8ed1,88,17.0,0.0,0
62f3575ab51f8a773cde8ed1,151,74.5,53.3,0
62f3575ab51f8a773cde8ed1,169,58.2,52.2,0
62f3575ab51f8a773cde8ed1,138,42.9,28.2,0
62f3575ab51f8a773cde8ed1,171,54.3,55.3,0
62f3575ab51f8a773cde8ed1,73,11.1,9.1,0
62f3575ab51f8a773cde8ed1,71,8.3,12.6,0
62f3575ab51f8a773cde8ed1,80,3.8,12.2,0
62f3575ab51f8a773cde8ed1,145,40.0,43.7,0
62f3575ab51f8a773cde8ed1,162,64.4,70.5,0
62f3575ab51f8a773cde8ed1,80,3.0,22.8,0
62f3575ab51f8a773cde8ed1,197,70.6,52.6,0
62f3575ab51f8a773cde8ed1,161,68.9,55.2,0
62f3575ab51f8a773cde8ed1,138,40.2,38.8,0
62f3575ab51f8a773cde8ed1,63,17.3,11.9,0
62f3575ab51f8a773cde8ed1,90,10.7,20.7,0
62f3575ab51f8a773cde8ed1,184,50.9,50.7,0
62f3575ab51f8a773cde8ed1,114,47.6,34.6,0
62f3575ab51f8a773cde8ed1,51,23.4,2.6,0
62f3575ab51f8a773cde8ed1,125,33.1,36.9,0
62f3575ab51f8a773cde8ed1,154,53.8,72.1,0
62f3575ab51f8a773cde8ed1,170,69.1,59.8,0
62f3575ab51f8a773cde8ed1,120,37.1,41.2,0
62f3575ab51f8a773cde8ed1,106,26.1,49.8,0
62f3575ab51f8a773cde8ed1,95,23.2,0.2,0
62f3575ab51f8a773cde8ed1,96,13.8,6.0,0
62f3575ab51f8a773cde8ed1,107,45.0,37.0,0
62f3575ab51f8a773cde8ed1,73,21.9,23.6,0
62f3575ab51f8a773cde8ed1,98,21.4,24.7,0
62f3575ab51f8a773cde8ed1,168,56.6,51.7,0
62f3575ab51f8a773cde8ed1,143,37.6,49.9,0
62f3575ab51f8a773cde8ed1,89,1.7,7.8,0
62f3575ab51f8a773cde8ed1,134,38.0,35.4,0
62f3575ab51f8a773cde8ed1,113,37.8,42.7,0
62f3575ab51f8a773cde8ed1,89,1.3,16.2,0
62f3575ab51f8a773cde8ed1,184,70.9,57.1,0
62f3575ab51f8a773cde8ed1,103,44.4,43.3,0
