UserId,SPH,UOM,UOC,PDF
62f3575ab51f8a773cde8ed1,64,9.9,8.8,1
62f3575ab51f8a773cde8ed1,57,21.1,13.5,1
62f3575ab51f8a773cde8ed1,79,11.4,11.5,1
62f3575ab51f8a773cde8ed1,67,3.1,21.7,1
62f3575ab51f8a773cde8ed1,171,56.3,57.2,1
62f3575ab51f8a773cde8ed1,79,17.2,23.0,1
62f3575ab51f8a773cde8ed1,173,63.3,67.2,1
62f3575ab51f8a773cde8ed1,102,38.2,32.7,1
62f3575ab51f8a773cde8ed1,111,42.3,38.8,1
62f3575ab51f8a773cde8ed1,111,36.4,33.0,1
62f3575ab51f8a773cde8ed1,65,1.4,22.9,1
62f3575ab51f8a773cde8ed1,200,68.3,57.3,1
62f3575ab51f8a773cde8ed1,195,65.5,73.6,1
62f3575ab51f8a773cde8ed1,162,70.9,59.7,1
62f3575ab51f8a773cde8ed1,88,11.0,13.5,1
62f3575ab51f8a773cde8ed1,186,64.7,68.5,1
62f3575ab51f8a773cde8ed1,76,4.3,17.2,1
62f3575ab51f8a773cde8ed1,163,66.9,73.5,1
62f3575ab51f8a773cde8ed1,92,2.7,8.8,1
62f3575ab51f8a773cde8ed1,60,5.2,22.0,1
62f3575ab51f8a773cde8ed1,142,30.7,39.1,1
62f3575ab51f8a773cde8ed1,92,11.9,9.1,1
62f3575ab51f8a773cde8ed1,145,38.6,35.9,1
62f3575ab51f8a773cde8ed1,175,57.4,66.2,1
62f3575ab51f8a773cde8ed1,194,72.7,63.0,1
62f3575ab51f8a773cde8ed1,195,74.1,65.3,1
62f3575ab51f8a773cde8ed1,156,71.7,73.7,1
62f3575ab51f8a773cde8ed1,188,61.5,52.0,1
62f3575ab51f8a773cde8ed1,116,33.2,28.0,1
62f3575ab51f8a773cde8ed1,144,43.5,47.2,1
62f3575ab51f8a773cde8ed1,92,10.2,8.1,1
62f3575ab51f8a773cde8ed1,107,39.0,25.4,1
62f3575ab51f8a773cde8ed1,157,69.0,54.1,1
62f3575ab51f8a773cde8ed1,52,10.7,2.9,1
62f3575ab51f8a773cde8ed1,175,72.0,51.0,1
62f3575ab51f8a773cde8ed1,188,52.3,69.0,1
62f3575ab51f8a773cde8ed1,114,43.9,32.1,1
62f3575ab51f8a773cde8ed1,128,31.3,31.7,1
62f3575ab51f8a773cde8ed1,200,54.5,64.5,1
62f3575ab51f8a773cde8ed1,163,52.9,65.9,1
62f3575ab51f8a773cde8ed1,128,41.0,39.0,1
62f3575ab51f8a773cde8ed1,183,50.8,66.8,1
62f3575ab51f8a773cde8ed1,127,39.1,48.2,1
62f3575ab51f8a773cde8ed1,146,29.2,26.0,1
62f3575ab51f8a773cde8ed1,135,48.6,26.2,1
62f3575ab51f8a773cde8ed1,63,11.5,3.6,1
62f3575ab51f8a773cde8ed1,171,53.8,55.2,1
62f3575ab51f8a773cde8ed1,103,48.5,32.1,1
62f3575ab51f8a773cde8ed1,150,25.4,28.4,1
62f3575ab51f8a773cde8ed1,97,16.4,22.3,1
62f3575ab51f8a773cde8ed1,65,17.7,12.0,1
62f3575ab51f8a773cde8ed1,183,55.5,53.5,1
62f3575ab51f8a773cde8ed1,85,4.3,14.7,1
62f3575ab51f8a773cde8ed1,78,13.4,2.4,1
62f3575ab51f8a773cde8ed1,51,19.7,24.0,1
62f3575ab51f8a773cde8ed1,195,50.5,71.9,1
62f3575ab51f8a773cde8ed1,113,34.6,40.0,1
62f3575ab51f8a773cde8ed1,112,45.7,34.8,1
62f3575ab51f8a773cde8ed1,93,1.9,20.1,1
62f3575ab51f8a773cde8ed1,80,24.4,2.5,1
62f3575ab51f8a773cde8ed1,150,27.7,46.4,1
62f3575ab51f8a773cde8ed1,85,20.5,17.5,1
62f3575ab51f8a773cde8ed1,66,11.5,0.4,1
62f3575ab51f8a773cde8ed1,98,16.3,19.9,1
62f3575ab51f8a773cde8ed1,162,51.6,60.5,1
62f3575ab51f8a773cde8ed1,149,47.7,40.3,1
62f3575ab51f8a773cde8ed1,92,4.7,4.2,1
62f3575ab51f8a773cde8ed1,154,54.7,66.1,1
62f3575ab51f8a773cde8ed1,146,31.5,32.3,1
62f3575ab51f8a773cde8ed1,97,0.1,21.4,1
62f3575ab51f8a773cde8ed1,57,23.2,22.7,1
62f3575ab51f8a773cde8ed1,78,15.6,4.5,1
62f3575ab51f8a773cde8ed1,169,51.4,62.7,1
62f3575ab51f8a773cde8ed1,135,34.5,48.1,1
62f3575ab51f8a773cde8ed1,136,33.8,40.4,1
62f3575ab51f8a773cde8ed1,151,61.1,67.9,1
62f3575ab51f8a773cde8ed1,135,43.4,28.2,1
62f3575ab51f8a773cde8ed1,175,58.8,50.2,1
62f3575ab51f8a773cde8ed1,196,64.0,74.6,1
62f3575ab51f8a773cde8ed1,192,55.8,52.1,1
62f3575ab51f8a773cde8ed1,80,9.8,11.5,1
62f3575ab51f8a773cde8ed1,147,49.5,27.4,1
62f3575ab51f8a773cde8ed1,151,69.4,54.0,1
62f3575ab51f8a773cde8ed1,100,18.1,7.3,1
62f3575ab51f8a773cde8ed1,146,48.7,33.6,1
62f3575ab51f8a773cde8ed1,140,40.9,32.8,1
62f3575ab51f8a773cde8ed1,130,42.0,36.6,1
62f3575ab51f8a773cde8ed1,74,5.3,6.9,1
62f3575ab51f8a773cde8ed1,180,66.9,50.7,1
62f3575ab51f8a773cde8ed1,149,39.7,35.2,1
62f3575ab51f8a773cde8ed1,100,15.1,6.0,1
62f3575ab51f8a773cde8ed1,98,22.7,18.5,1
62f3575ab51f8a773cde8ed1,196,61.8,55.0,1
62f3575ab51f8a773cde8ed1,54,5.0,12.1,1
62f3575ab51f8a773cde8ed1,127,48.2,28.1,1
62f3575ab51f8a773cde8ed1,102,50.0,38.7,1
62f3575ab51f8a773cde8ed1,70,11.3,9.0,1
62f3575ab51f8a773cde8ed1,179,72.4,63.4,1
62f3575ab51f8a773cde8ed1,200,73.1,69.8,1
